PERIODO,NIU,DIUG,FIUG,CEC,VCD,VCF,GRUPO_CALIDAD_x,NIVEL_TENSION_x,CARGO_DISTRIBUCION,CONSUMO_MES,MES_FACTURADOS,%_PROP._ACTIVO,COMPENSADO,ALTITUD,LONGITUD,LATITUD
2025-07,1590762,8.49,7,0.0,0.0,0.0,13,1,398.997,161.0,1,100,0,15.0,-77.022941,3.884673
2025-08,3367783,10.25,13,82.127,6543.401,0.0,12,1,398.37,82.0,1,100,1,969.0,-76.520196,3.24837
2025-08,1572747,8.49,7,0.0,0.0,0.0,13,1,398.37,0.0,2,100,1,15.0,-77.076691,3.889673
2025-08,20240185203,40.96,23,0.0,0.0,0.0,31,1,326.865,46.0,1,0,0,989.0,-76.298584,3.49822
2025-08,2905173,8.49,7,0.0,0.0,0.0,13,1,398.37,109.0,1,100,0,1.0,-77.035474,3.877257
2025-08,3668872,40.96,23,117.483,0.0,9360.331,31,1,398.37,231.0,2,100,1,1013.0,-76.291891,3.304688
2025-07,1856415,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,951.0,-76.414948,3.617616
2025-07,3459511,40.96,23,0.0,0.0,0.0,31,1,398.997,224.0,1,100,0,947.0,-76.469978,3.455585
2025-07,1910765,57.02,26,62.99,5026.593,0.0,32,1,398.997,122.0,2,100,1,1402.0,-76.047727,4.982267
2025-07,3102304,40.96,23,0.0,0.0,0.0,31,1,398.997,114.0,1,100,0,948.0,-76.466135,3.456169
2025-08,2015648,11.91,11,108.279,8627.003,0.0,22,1,398.37,108.0,1,100,1,959.0,-75.99476,4.794626
2025-07,1000608,57.02,26,0.0,0.0,0.0,32,1,398.997,236.0,2,100,0,973.0,-76.258589,3.960603
2025-07,1642782,10.87,11,82.0,6543.553,0.0,11,1,398.997,82.0,1,100,1,992.0,-76.318006,3.543395
2025-07,1267190,40.96,23,6.561,523.566,523.566,31,1,398.997,13.0,2,100,1,1208.0,-76.203503,3.399089
2025-08,2759836,8.49,7,0.0,0.0,0.0,13,1,398.37,51.0,1,100,0,23.0,-77.018371,3.886709
2025-07,4179305,11.1,12,65.118,5196.361,0.0,21,1,398.997,65.0,1,100,1,976.0,-76.330038,3.767701
2025-08,1776003,40.96,23,0.0,0.0,0.0,31,1,398.37,77.0,2,100,0,1010.0,-76.291373,3.352119
2025-08,2063057,11.1,12,0.0,0.0,0.0,21,1,398.37,206.0,1,100,0,955.0,-76.100637,4.529192
2025-07,1529979,11.1,12,0.0,0.0,0.0,21,1,398.997,250.0,1,100,0,1038.0,-76.240411,3.327276
2025-08,1452159,10.87,11,25.442,2027.064,0.0,11,1,398.37,25.0,1,100,1,1002.0,-76.311936,3.545894
2025-08,2716485,10.87,11,0.0,0.0,0.0,11,1,398.37,54.0,1,100,0,1001.0,-76.29846,3.519641
2025-08,1975650,57.02,26,0.0,0.0,0.0,32,1,398.37,322.0,2,100,0,1194.0,-75.80145,4.330465
2025-08,20250152796,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,0,957.0,-76.527889,3.22877
2025-07,1476108,10.87,11,0.0,0.0,0.0,11,1,398.997,206.0,1,100,0,1006.0,-76.308568,3.557719
2025-07,3215792,11.1,12,3.0,239.398,0.0,21,1,398.997,3.0,1,100,1,1075.0,-76.233717,3.416009
2025-08,1973104,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,0,1307.0,-76.041749,4.109515
2025-08,4192147,57.02,26,0.0,0.0,0.0,32,1,398.37,60.0,1,100,0,1037.0,-76.268321,3.613459
2025-07,1395516,10.25,13,6.0,478.797,0.0,12,1,398.997,6.0,1,100,1,974.0,-76.538253,3.255004
2025-07,1816692,8.49,7,0.0,0.0,0.0,13,1,398.997,117.0,1,100,0,5.0,-77.006662,3.872503
2025-07,1433097,10.87,11,0.0,0.0,0.0,11,1,398.997,108.0,1,100,0,997.0,-76.313545,3.542294
2025-08,3877838,57.02,26,0.0,0.0,0.0,32,1,398.37,3.0,1,100,0,986.0,-76.516668,3.231147
2025-08,20240140617,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1305.0,-76.20508,3.478779
2025-08,3369383,8.49,7,0.0,0.0,0.0,13,1,398.37,9.0,1,100,0,21.0,-77.006586,3.875778
2025-08,1498569,8.49,7,0.0,0.0,0.0,13,1,398.37,98.0,1,100,0,10.0,-77.023898,3.879906
2025-08,3853405,57.02,26,0.0,0.0,0.0,32,1,398.37,807.0,1,100,0,1032.0,-76.587429,3.251791
2025-08,20240252105,11.1,12,147.055,11716.436,0.0,21,1,398.37,147.0,1,100,1,980.0,-76.324662,3.762847
2025-07,1671192,8.49,7,0.0,0.0,0.0,13,1,398.997,134.0,1,100,0,20.0,-77.011018,3.868405
2025-08,1438809,40.96,23,21.014,0.0,1674.249,31,1,398.37,42.0,2,100,1,1300.0,-76.197667,3.555159
2025-07,4156625,11.91,11,0.0,0.0,0.0,22,1,398.997,1.0,1,100,0,1617.0,-75.933606,4.26567
2025-08,4182178,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1900.0,-76.187412,3.236384
2025-08,20230141331,11.1,12,0.0,0.0,0.0,21,1,398.37,19.0,1,100,0,976.0,-76.345738,3.402693
2025-08,1533873,40.96,23,109.652,8736.445,0.0,31,1,398.37,219.0,2,100,1,948.0,-76.435842,3.51344
2025-07,1083239,10.25,13,0.0,0.0,0.0,12,1,398.997,18.0,1,100,0,977.0,-76.299092,3.901697
2025-07,1260976,57.02,26,0.0,0.0,0.0,32,1,398.997,83.0,1,100,0,1008.0,-76.580446,3.231679
2025-08,1490601,8.49,7,0.0,0.0,0.0,13,1,398.37,111.0,1,100,0,17.0,-77.011593,3.867352
2025-08,3086504,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,0,1080.0,-76.230908,3.499745
2025-07,3235764,40.96,23,0.0,0.0,0.0,31,1,398.997,120.0,1,100,0,967.0,-76.385517,3.404329
2025-07,4055956,11.1,12,81.435,6498.5,0.0,21,1,398.997,81.0,1,100,1,1059.0,-76.244751,3.416301
2025-07,2086349,11.91,11,0.0,0.0,0.0,22,1,398.997,0.0,2,100,1,917.0,-76.064762,4.398656
2025-08,3839747,10.25,13,130.666,10410.711,10410.711,12,1,398.37,129.0,1,100,1,958.0,-76.504559,3.276582
2025-08,1762272,10.87,11,0.0,0.0,0.0,11,1,398.37,224.0,1,100,0,1009.0,-76.298847,3.530354
2025-08,1799721,40.96,23,178.513,0.0,14222.84,31,1,398.37,351.0,2,100,1,1016.0,-76.291881,3.288755
2025-08,3412351,40.96,23,0.0,0.0,0.0,31,1,398.37,333.0,2,100,0,1670.0,-76.401497,3.998004
2025-07,1729911,8.49,7,0.0,0.0,0.0,13,1,398.997,102.0,1,100,0,5.0,-77.03564,3.878261
2025-07,1756914,10.87,11,0.0,0.0,0.0,11,1,398.997,49.0,1,100,0,1014.0,-76.299135,3.543815
2025-08,2050010,11.91,11,222.503,0.0,17727.731,22,1,398.37,222.0,1,100,1,937.0,-75.975589,4.572004
2025-08,1462881,40.96,23,126.406,0.0,10071.246,31,1,398.37,252.0,2,100,1,1008.0,-76.299247,3.287928
2025-08,20240177227,40.96,23,0.0,0.0,0.0,31,1,398.37,3.0,1,100,0,967.0,-76.395468,3.405632
2025-07,1412952,11.91,11,0.0,0.0,0.0,22,1,398.997,52.0,1,100,0,996.0,-76.307443,3.68161
2025-07,2009302,40.96,23,0.0,0.0,0.0,31,1,398.997,73.0,2,100,0,1313.0,-76.11504,4.045741
2025-08,1160382,40.96,23,0.0,0.0,0.0,31,1,398.37,101.0,2,100,0,1563.0,-76.69771,3.543337
2025-08,1353290,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1208.0,-76.204088,3.398501
2025-08,1598616,10.87,11,0.0,0.0,0.0,11,1,398.37,115.0,1,100,0,1018.0,-76.294787,3.557499
2025-08,3912141,11.1,12,0.0,0.0,0.0,21,1,398.37,64.0,1,100,0,1524.0,-76.48612,3.930777
2025-08,1463583,40.96,23,63.122,0.0,5029.188,31,1,398.37,125.0,2,100,1,994.0,-76.333893,3.285126
2025-08,20240150973,40.96,23,0.0,0.0,0.0,31,1,326.865,0.0,2,0,1,1509.0,-76.624243,3.666129
2025-08,3536360,40.96,23,0.0,0.0,0.0,31,1,398.37,248.0,2,100,0,970.0,-76.338692,3.462791
2025-08,3022148,40.96,23,0.0,0.0,0.0,31,1,326.865,0.0,2,0,1,3313.0,-75.898028,3.996839
2025-08,3305357,57.02,26,0.0,0.0,0.0,32,1,398.37,75.0,2,100,0,1144.0,-75.917696,4.39781
2025-08,3443410,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,0,1313.0,-76.115111,4.045592
2025-08,2052156,11.91,11,81.184,6468.226,6468.226,22,1,398.37,81.0,1,100,1,933.0,-75.973097,4.577196
2025-07,1268710,40.96,23,0.0,0.0,0.0,31,1,327.878,0.0,2,0,1,951.0,-76.418618,3.480195
2025-07,1769784,10.87,11,0.0,0.0,0.0,11,1,398.997,54.0,1,100,0,1015.0,-76.284432,3.531388
2025-07,1587042,8.49,7,0.0,0.0,0.0,13,1,398.997,0.0,2,100,0,24.0,-77.002627,3.883221
2025-08,4058260,10.25,13,0.0,0.0,0.0,12,1,398.37,1.0,1,100,0,1019.0,-76.548059,3.259866
2025-08,3449146,10.87,11,0.0,0.0,0.0,11,1,398.37,102.0,1,100,0,997.0,-76.293727,3.514663
2025-07,4019804,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,1,1598.0,-76.575726,3.853604
2025-07,3010326,10.87,11,0.0,0.0,0.0,11,1,398.997,33.0,1,100,0,1029.0,-76.278671,3.540464
2025-07,3917886,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,1,1492.0,-76.379463,4.03973
2025-08,1201915,11.1,12,70.462,0.0,5613.981,21,1,398.37,70.0,1,100,1,972.0,-76.330527,3.769188
2025-07,1544826,10.87,11,471.0,37585.532,0.0,11,1,398.997,471.0,1,100,1,1017.0,-76.294641,3.554329
2025-08,1941558,11.1,12,64.124,5109.004,0.0,21,1,398.37,64.0,1,100,1,964.0,-76.161392,4.176102
2025-08,1403776,40.96,23,2523.744,164984.483,164984.483,31,1,326.865,2520.0,1,0,1,1007.0,-76.264349,3.468557
2025-08,3941738,57.02,26,0.0,0.0,0.0,32,1,398.37,225.0,1,100,0,981.0,-76.502856,3.269552
2025-08,1613700,10.87,11,0.0,0.0,0.0,11,1,398.37,127.0,1,100,0,1009.0,-76.301619,3.555148
2025-08,3319498,10.25,13,157.725,0.0,12566.572,12,1,398.37,157.0,1,100,1,989.0,-76.582116,3.272829
2025-07,2885359,11.1,12,0.0,0.0,0.0,21,1,398.997,38.0,1,100,0,963.0,-76.3877,3.401715
2025-07,3835016,8.49,7,0.0,0.0,0.0,13,1,398.997,25.0,1,100,0,24.0,-77.000718,3.882319
2025-08,1944144,11.1,12,0.0,0.0,0.0,21,1,398.37,127.0,1,100,0,954.0,-76.165802,4.175579
2025-07,3388650,10.87,11,0.0,0.0,0.0,11,1,398.997,121.0,1,100,0,1008.0,-76.294828,3.539947
2025-07,3442427,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,731.0,-76.678203,3.709365
2025-07,2947961,10.87,11,0.0,0.0,0.0,11,1,398.997,71.0,1,100,0,995.0,-76.29483,3.510652
2025-07,4026457,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,876.0,-76.459816,3.404715
2025-08,20230059641,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1111.0,-76.234659,3.556707
2025-08,3407537,8.49,7,0.0,0.0,0.0,13,1,398.37,43.0,1,100,0,24.0,-76.997173,3.86477
2025-08,1786434,10.87,11,139.019,11076.218,0.0,11,1,398.37,139.0,1,100,1,1018.0,-76.285517,3.532543
2025-08,1989618,11.91,11,0.0,0.0,0.0,22,1,398.37,36.0,1,100,0,1609.0,-75.935582,4.28116
2025-07,4181243,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,986.0,-76.393565,3.614205
2025-07,1458978,40.96,23,165.462,13203.797,0.0,31,1,398.997,164.0,2,100,1,1111.0,-76.234627,3.55669
2025-08,4160338,10.25,13,0.0,0.0,0.0,12,1,398.37,73.0,1,100,0,964.0,-76.53533,3.2792
2025-07,4064364,40.96,23,0.0,0.0,0.0,31,1,398.997,43.0,1,100,0,876.0,-76.464074,3.400946
2025-07,2851587,10.25,13,0.0,0.0,0.0,12,1,398.997,81.0,1,100,0,1002.0,-76.287672,3.89668
2025-08,2097524,11.91,11,0.0,0.0,0.0,22,1,398.37,0.0,2,100,0,922.0,-76.065729,4.395302
2025-08,20240219310,10.25,13,0.0,0.0,0.0,12,1,326.865,143.0,1,0,0,980.0,-76.552568,3.256869
2025-08,1121660,11.91,11,382.019,30437.035,0.0,22,1,398.37,377.0,1,100,1,1387.0,-76.522192,3.819113
2025-07,3085565,11.1,12,136.0,10852.723,0.0,21,1,398.997,136.0,1,100,1,1030.0,-76.236404,3.330588
2025-07,3397594,10.87,11,0.0,0.0,0.0,11,1,398.997,0.0,2,100,0,1020.0,-76.29497,3.552981
2025-08,1633137,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1250.0,-76.207724,3.492161
2025-07,1596099,8.49,7,0.0,0.0,0.0,13,1,398.997,3.0,1,100,0,21.0,-76.990517,3.869247
2025-07,1537410,11.1,12,0.0,0.0,0.0,21,1,398.997,93.0,1,100,0,1050.0,-76.231378,3.321144
2025-07,1839144,10.87,11,0.0,0.0,0.0,11,1,398.997,103.0,1,100,0,1011.0,-76.296657,3.526521
2025-07,1291996,11.1,12,0.0,0.0,0.0,21,1,398.997,67.0,1,100,0,1063.0,-76.23949,3.421246
2025-08,4157739,40.96,23,67.73,5396.34,5396.34,31,1,398.37,135.0,2,100,1,1385.0,-76.186504,3.536757
2025-07,3974618,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1005.0,-76.326904,3.753135
2025-08,1749165,40.96,23,790.135,0.0,62953.254,31,1,398.37,773.0,2,100,1,979.0,-76.352668,3.537053
2025-07,3447078,10.25,13,0.0,0.0,0.0,12,1,398.997,49.0,1,100,0,1050.0,-76.2885,3.90146
2025-07,3660221,10.87,11,0.0,0.0,0.0,11,1,398.997,217.0,1,100,0,969.0,-76.315404,3.52609
2025-08,20250046392,11.91,11,0.0,0.0,0.0,22,1,398.37,61.0,1,100,0,1030.0,-76.270947,3.72271
2025-07,1148670,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1679.0,-76.650888,3.489465
2025-07,3372154,11.1,12,25.544,2038.417,0.0,21,1,398.997,51.0,2,100,1,1503.0,-76.57252,3.647389
2025-07,4049064,57.02,26,0.0,0.0,0.0,32,1,398.997,59.0,1,100,0,982.0,-76.504151,3.271084
2025-08,1428003,11.91,11,0.0,0.0,0.0,22,1,398.37,148.0,1,100,0,1005.0,-76.297973,3.673691
2025-08,2040930,11.1,12,0.0,0.0,0.0,21,1,398.37,149.0,1,100,0,942.0,-76.153217,4.413674
2025-07,1719882,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,1,970.0,-76.380092,3.606644
2025-08,2052206,11.91,11,81.436,6488.337,6488.337,22,1,398.37,81.0,1,100,1,944.0,-75.973295,4.57344
2025-08,20230630861,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,0,949.0,-76.40034,3.415608
2025-08,20240015111,40.96,23,2.013,0.0,160.389,31,1,398.37,2.0,1,100,1,982.0,-76.347198,3.320182
2025-08,3640928,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,0,934.0,-76.16157,4.229993
2025-08,20230023582,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,1,1086.0,-76.237686,3.923348
2025-07,1416231,11.91,11,0.0,0.0,0.0,22,1,398.997,198.0,1,100,0,994.0,-76.306742,3.68559
2025-07,3882890,10.25,13,76.083,6071.388,0.0,12,1,398.997,76.0,1,100,1,995.0,-76.297813,3.885237
2025-07,1403926,9.94,9,665.759,37159.486,37159.486,31,2,279.076,660.0,1,101,1,981.0,-76.365194,3.300784
2025-07,3472028,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,1,1135.0,-76.607104,3.245429
2025-07,3511193,11.1,12,26.14,2085.938,0.0,21,1,398.997,26.0,1,100,1,1059.0,-76.24464,3.416363
2025-08,1777440,11.1,12,0.0,0.0,0.0,21,1,398.37,972.0,1,100,0,978.0,-76.346313,3.409076
2025-08,20240212057,57.02,26,87.453,6967.763,6967.763,32,1,398.37,83.0,2,100,1,1506.0,-75.870929,4.273259
2025-08,1479462,11.1,12,0.0,0.0,0.0,21,1,398.37,98.0,1,100,0,979.0,-76.347969,3.415147
2025-08,1134730,40.96,23,0.0,0.0,0.0,31,1,398.37,178.0,2,100,0,1238.0,-76.531565,3.749373
2025-08,4194932,10.87,11,0.0,0.0,0.0,11,1,398.37,121.0,1,100,0,1004.0,-76.298865,3.520835
2025-07,3835553,8.49,7,0.0,0.0,0.0,13,1,398.997,71.0,1,100,0,48.0,-76.978944,3.870171
2025-08,2011000,11.91,11,88.199,0.0,7027.209,22,1,398.37,88.0,1,100,1,935.0,-75.970506,4.575337
2025-07,1669968,10.87,11,118.0,9416.333,0.0,11,1,398.997,118.0,1,100,1,1019.0,-76.285263,3.539731
2025-07,3021414,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1002.0,-76.297791,3.353754
2025-08,1328716,40.96,23,0.0,0.0,0.0,31,1,398.37,204.0,1,100,0,951.0,-76.456741,3.410629
2025-07,3109418,10.87,11,0.0,0.0,0.0,11,1,398.997,82.0,1,100,0,1029.0,-76.279965,3.539888
2025-08,2900895,40.96,23,745.01,48703.453,48703.453,31,1,326.865,1462.0,2,0,1,957.0,-76.411187,3.587838
2025-08,20240190411,40.96,23,0.0,0.0,0.0,31,1,326.865,56.0,1,0,0,970.0,-76.379602,3.401544
2025-07,2071484,11.1,12,212.0,16917.479,0.0,21,1,398.997,212.0,1,100,1,958.0,-76.103013,4.53761
2025-08,1391944,11.1,12,0.0,0.0,0.0,21,1,326.865,0.0,2,0,0,1055.0,-76.246131,3.417562
2025-07,2086775,11.1,12,0.0,0.0,0.0,21,1,398.997,148.0,1,100,0,964.0,-76.105562,4.529542
2025-08,1018448,10.25,13,0.0,0.0,0.0,12,1,398.37,173.0,1,100,0,981.0,-76.294974,3.903986
2025-08,3507368,40.96,23,18.134,0.0,1444.844,31,1,398.37,18.0,1,100,1,984.0,-76.346304,3.328071
2025-07,1211149,11.1,12,0.0,0.0,0.0,21,1,398.997,215.0,2,100,0,952.0,-76.367467,3.762838
2025-07,1303920,11.1,12,0.0,0.0,0.0,21,1,398.997,91.0,1,100,0,1053.0,-76.244164,3.424889
2025-07,1544961,8.49,7,0.0,0.0,0.0,13,1,398.997,38.0,1,100,0,39.0,-76.981875,3.86528
2025-07,1647216,10.87,11,47.0,3750.573,0.0,11,1,398.997,47.0,1,100,1,1001.0,-76.313752,3.548813
2025-08,1947232,11.91,11,0.0,0.0,0.0,22,1,398.37,236.0,1,100,0,1639.0,-75.928976,4.263078
2025-08,4116565,40.96,23,0.0,0.0,0.0,31,1,398.37,56.0,1,100,0,876.0,-76.45841,3.400046
2025-07,1077953,10.25,13,82.082,6550.136,0.0,12,1,398.997,82.0,1,100,1,1065.0,-76.28766,3.900969
2025-08,3365255,11.91,11,104.373,0.0,8315.838,22,1,398.37,104.0,1,100,1,995.0,-76.31011,3.679641
2025-07,3787529,10.25,13,121.033,9658.378,0.0,12,1,398.997,121.0,1,100,1,965.0,-76.520646,3.246591
2025-08,3995695,10.87,11,0.0,0.0,0.0,11,1,398.37,0.0,2,100,0,1005.0,-76.301421,3.53831
2025-07,1636914,10.87,11,0.0,0.0,0.0,11,1,398.997,105.0,1,100,0,1020.0,-76.292369,3.558109
2025-08,4030599,11.1,12,0.0,0.0,0.0,21,1,398.37,54.0,1,100,0,1061.0,-76.235947,3.427106
2025-08,1017332,10.25,13,0.0,0.0,0.0,12,1,398.37,152.0,1,100,0,981.0,-76.294931,3.90226
2025-08,20230076491,40.96,23,1382.438,0.0,110144.436,31,1,398.37,2724.0,2,100,1,976.0,-76.419764,3.591859
2025-08,3829612,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,1,1575.0,-76.060399,4.980904
2025-07,4196779,10.25,13,0.0,0.0,0.0,12,1,398.997,125.0,1,100,0,970.0,-76.548498,3.261726
2025-07,3162737,8.49,7,0.0,0.0,0.0,13,1,398.997,2.0,1,100,0,33.0,-76.99959,3.879482
2025-08,3784603,57.02,26,47.589,3791.602,3791.602,32,1,398.37,47.0,1,100,1,970.0,-76.516377,3.154758
2025-08,4147881,10.25,13,0.0,0.0,0.0,12,1,398.37,0.0,2,100,1,982.0,-76.551816,3.267254
2025-07,20230371580,10.25,13,69.0,5506.161,0.0,12,1,398.997,69.0,1,100,1,976.0,-76.54549,3.269514
2025-07,1813941,10.87,11,0.0,0.0,0.0,11,1,398.997,119.0,1,100,0,1015.0,-76.289992,3.536389
2025-07,2043020,11.1,12,0.0,0.0,0.0,21,1,398.997,40.0,1,100,0,933.0,-76.149335,4.415401
2025-08,4152149,40.96,23,205.182,16347.658,16347.658,31,1,398.37,407.0,2,100,1,1191.0,-76.196127,3.605731
2025-08,1535172,40.96,23,96.134,0.0,7659.378,31,1,398.37,192.0,2,100,1,954.0,-76.43956,3.509653
2025-08,3559717,8.49,7,0.0,0.0,0.0,13,1,398.37,259.0,1,100,0,19.0,-77.069776,3.885605
2025-08,1260750,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1118.0,-76.229347,3.565602
2025-07,3183186,11.1,12,0.0,0.0,0.0,21,1,398.997,34.0,1,100,0,1081.0,-76.233762,3.415584
2025-08,1908331,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,1,1395.0,-76.118582,4.606436
2025-07,1372992,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1787.0,-76.176254,3.540356
2025-08,2050758,11.91,11,62.141,0.0,4950.988,22,1,398.37,62.0,1,100,1,931.0,-75.975871,4.575691
2025-08,20230326682,40.96,23,0.0,0.0,0.0,31,1,398.37,297.0,1,100,0,876.0,-76.438232,3.406036
2025-07,3149234,11.91,11,0.0,0.0,0.0,22,1,398.997,64.0,1,100,0,994.0,-76.309702,3.678438
2025-07,20230098434,57.02,26,0.0,0.0,0.0,32,1,398.997,643.0,2,100,0,1059.0,-76.252385,3.66132
2025-07,1682991,10.87,11,169.123,13495.934,13495.934,11,1,398.997,169.0,1,100,1,1010.0,-76.303405,3.549064
2025-07,2017434,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,0,393.0,-76.292315,4.904631
2025-08,1829781,10.87,11,48.178,3838.547,0.0,11,1,398.37,48.0,1,100,1,1031.0,-76.27309,3.531593
2025-07,2033944,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,926.0,-76.176972,4.348674
2025-08,1188160,11.1,12,0.0,0.0,0.0,21,1,398.37,68.0,1,100,0,1518.0,-76.485479,3.932938
2025-07,1822734,10.87,11,203.0,16199.285,0.0,11,1,398.997,203.0,1,100,1,1003.0,-76.290689,3.516488
2025-07,2758312,11.91,11,26.0,2074.785,0.0,22,1,398.997,26.0,1,100,1,995.0,-76.307473,3.678161
2025-08,20230502448,10.25,13,4.016,319.943,0.0,12,1,398.37,4.0,1,100,1,982.0,-76.552855,3.26898
2025-08,1564770,8.49,7,0.0,0.0,0.0,13,1,398.37,1.0,1,100,0,17.0,-77.06692,3.883108
2025-07,4147281,40.96,23,0.0,0.0,0.0,31,1,398.997,326.0,2,100,0,949.0,-76.13905,4.44743
2025-07,2864944,10.25,13,0.0,0.0,0.0,12,1,398.997,212.0,1,100,0,965.0,-76.5102,3.239976
2025-07,20240078075,40.96,23,0.0,0.0,0.0,31,1,398.997,1.0,1,100,0,967.0,-76.395382,3.406505
2025-08,4106177,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,0,1350.0,-76.108226,4.044654
2025-07,1158934,40.96,23,0.0,0.0,0.0,31,1,398.997,109.0,2,100,0,933.0,-76.680769,3.735596
2025-07,1476951,11.1,12,0.0,0.0,0.0,21,1,398.997,64.0,1,100,0,976.0,-76.346158,3.411649
2025-07,1285890,10.25,13,0.0,0.0,0.0,12,1,398.997,54.0,1,100,0,966.0,-76.536823,3.265459
2025-07,3086044,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,954.0,-76.413787,3.480671
2025-08,3511724,10.25,13,366.676,29214.554,29214.554,12,1,398.37,362.0,1,100,1,959.0,-76.506767,3.274787
2025-08,4201183,11.1,12,0.0,0.0,0.0,21,1,398.37,148.0,1,100,0,1079.0,-76.245304,3.4157
2025-08,1875234,10.87,11,53.334,4249.376,4249.376,11,1,398.37,53.0,1,100,1,1005.0,-76.302107,3.546194
2025-07,3528258,8.49,7,0.0,0.0,0.0,13,1,398.997,0.0,2,100,1,42.0,-76.978898,3.87944
2025-08,2037300,57.02,26,0.0,0.0,0.0,32,1,398.37,156.0,2,100,0,1186.0,-75.820971,4.726493
2025-07,1102237,57.02,26,0.0,0.0,0.0,32,1,398.997,472.0,2,100,0,1477.0,-76.387293,4.183073
2025-08,20240139422,40.96,23,0.0,0.0,0.0,31,1,326.865,88.0,1,0,0,876.0,-76.446732,3.406275
2025-07,3482223,11.91,11,0.0,0.0,0.0,22,1,398.997,89.0,1,100,0,1316.0,-76.319309,4.215915
2025-07,20250131667,10.25,13,0.0,0.0,0.0,12,1,398.997,12.0,1,100,0,982.0,-76.556965,3.26431
2025-08,1129308,11.1,12,0.0,0.0,0.0,21,1,398.37,77.0,1,100,0,1517.0,-76.484925,3.9336
2025-07,2905071,11.1,12,0.0,0.0,0.0,21,1,398.997,100.0,1,100,0,1494.0,-76.482889,3.931634
2025-08,1091158,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,0,973.0,-76.258893,3.960413
2025-08,2034976,40.96,23,0.0,0.0,0.0,31,1,398.37,261.0,2,100,0,906.0,-76.051933,4.537819
2025-08,1271770,10.25,13,0.0,0.0,0.0,12,1,398.37,178.0,1,100,0,974.0,-76.542065,3.260107
2025-07,1760601,10.87,11,0.0,0.0,0.0,11,1,398.997,242.0,1,100,0,1012.0,-76.29194,3.52931
2025-07,1105312,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,0,1775.0,-76.386394,4.070785
2025-08,2054372,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,0,907.0,-76.009391,4.603718
2025-08,1577022,57.02,26,0.0,0.0,0.0,32,1,398.37,80.0,1,100,0,1037.0,-76.26934,3.612774
2025-07,1181116,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,0,1548.0,-76.392387,4.193214
2025-07,2930652,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,0,994.0,-76.595593,3.128836
2025-08,1530699,11.1,12,0.0,0.0,0.0,21,1,398.37,10.0,1,100,0,1051.0,-76.227524,3.321643
2025-07,3159422,11.1,12,108.015,0.0,8619.522,21,1,398.997,108.0,1,100,1,975.0,-76.348254,3.406189
2025-08,4180183,8.49,7,0.0,0.0,0.0,13,1,398.37,1.0,1,100,0,48.0,-76.989231,3.867075
2025-07,20230567558,40.96,23,0.0,0.0,0.0,31,1,398.997,95.0,1,100,0,1081.0,-76.221017,3.322642
2025-07,1267508,40.96,23,97.481,7778.925,7778.925,31,1,398.997,97.0,2,100,1,1156.0,-76.212611,3.406443
