PERIODO,NIU,DIUG,FIUG,CEC,VCD,VCF,GRUPO_CALIDAD_x,NIVEL_TENSION_x,CARGO_DISTRIBUCION,CONSUMO_MES,MES_FACTURADOS,%_PROP._ACTIVO,COMPENSADO,ALTITUD,LONGITUD,LATITUD
2025-08,1447065,10.87,11,0.0,0.0,0.0,11,1,398.37,250.0,1,100,0,1008.0,-76.299911,3.546657
2025-07,1218937,11.1,12,0.0,0.0,0.0,21,1,398.997,98.0,1,100,0,975.0,-76.328601,3.765918
2025-08,1821996,10.87,11,28.177,2244.954,2244.954,11,1,398.37,28.0,1,100,1,1005.0,-76.302711,3.545944
2025-08,4104682,10.87,11,0.0,0.0,0.0,11,1,398.37,105.0,1,100,0,1008.0,-76.297698,3.535261
2025-08,1006441,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,0,989.0,-76.259861,3.958936
2025-08,3665890,11.91,11,65.35,5206.69,5206.69,22,1,398.37,65.0,1,100,1,940.0,-75.970137,4.575906
2025-08,1986202,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,1,1282.0,-75.922153,4.592937
2025-07,1484508,8.49,7,8.0,638.395,0.0,13,1,398.997,8.0,1,100,1,18.0,-77.006649,3.874969
2025-07,3019897,11.1,12,0.0,0.0,0.0,21,1,398.997,85.0,1,100,0,836.0,-76.690742,3.661506
2025-08,1289564,10.25,13,0.0,0.0,0.0,12,1,398.37,154.0,1,100,0,976.0,-76.544592,3.255183
2025-07,1812945,10.87,11,66.0,5266.762,0.0,11,1,398.997,66.0,1,100,1,1008.0,-76.291658,3.515569
2025-08,1809312,10.87,11,0.0,0.0,0.0,11,1,398.37,65.0,1,100,0,1020.0,-76.279733,3.535691
2025-08,3421877,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1718.0,-76.071996,3.976826
2025-07,3326728,11.1,12,0.0,0.0,0.0,21,1,398.997,83.0,1,100,0,952.0,-76.101622,4.52541
2025-07,20240184363,40.96,23,0.0,0.0,0.0,31,1,327.878,40.0,1,0,0,989.0,-76.298584,3.49822
2025-07,2910039,11.91,11,22.037,0.0,1758.554,22,1,398.997,22.0,1,100,1,1389.0,-76.523666,3.819982
2025-08,2012716,11.1,12,0.0,0.0,0.0,21,1,398.37,56.0,1,100,0,962.0,-76.16149,4.408823
2025-07,1637718,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,1,975.0,-76.493519,3.186103
2025-07,1490595,8.49,7,0.0,0.0,0.0,13,1,398.997,183.0,1,100,0,17.0,-77.011361,3.86741
2025-08,3793972,10.87,11,0.0,0.0,0.0,11,1,398.37,0.0,2,100,0,1010.0,-76.294809,3.542174
2025-08,1382850,10.25,13,0.0,0.0,0.0,12,1,398.37,771.0,1,100,0,971.0,-76.536415,3.267984
2025-07,2800036,9.94,9,0.0,0.0,0.0,31,2,279.076,0.0,2,101,1,964.0,-76.413905,3.747664
2025-07,1779537,40.96,23,0.0,0.0,0.0,31,1,398.997,53.0,1,100,0,947.0,-76.469659,3.455832
2025-08,1113856,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,0,1482.0,-76.641133,3.638791
2025-07,3157299,10.87,11,0.0,0.0,0.0,11,1,398.997,95.0,1,100,0,1025.0,-76.275887,3.531385
2025-07,1422786,11.91,11,0.0,0.0,0.0,22,1,398.997,178.0,1,100,0,993.0,-76.31399,3.685097
2025-08,1000808,57.02,26,0.0,0.0,0.0,32,1,398.37,69.0,2,100,0,1825.0,-76.219325,3.846592
2025-07,1830531,10.87,11,0.0,0.0,0.0,11,1,398.997,112.0,1,100,0,990.0,-76.317035,3.537952
2025-07,4033684,10.25,13,0.0,0.0,0.0,12,1,398.997,0.0,2,100,0,983.0,-76.502438,3.238513
2025-08,3271215,40.96,23,166.969,13303.112,0.0,31,1,398.37,317.0,2,100,1,948.0,-76.43566,3.4868
2025-08,3314142,10.87,11,0.0,0.0,0.0,11,1,398.37,127.0,1,100,0,1007.0,-76.304944,3.548126
2025-07,1901708,57.02,26,17.438,1391.516,0.0,32,1,398.997,34.0,2,100,1,1493.0,-75.72192,4.684134
2025-07,4102598,11.91,11,0.0,0.0,0.0,22,1,398.997,133.0,1,100,0,1618.0,-75.930268,4.273778
2025-07,1712124,8.49,7,0.0,0.0,0.0,13,1,398.997,0.0,2,100,0,3.0,-77.038065,3.877267
2025-07,1044380,10.25,13,0.0,0.0,0.0,12,1,398.997,135.0,1,100,0,986.0,-76.298981,3.8967
2025-07,1908323,57.02,26,0.0,0.0,0.0,32,1,398.997,45.0,2,100,0,1199.0,-76.099544,4.576466
2025-07,1708971,8.49,7,0.0,0.0,0.0,13,1,398.997,0.0,2,100,0,13.0,-77.009797,3.866643
2025-08,2100524,11.91,11,0.0,0.0,0.0,22,1,398.37,540.0,1,100,0,918.0,-76.070175,4.396974
2025-07,1342862,40.96,23,80.062,6388.869,6388.869,31,1,398.997,79.0,2,100,1,1493.0,-76.192494,3.480787
2025-08,1177950,40.96,23,131.523,10478.979,0.0,31,1,398.37,260.0,2,100,1,1472.0,-76.442179,3.904786
2025-08,1760019,40.96,23,2.006,0.0,159.861,31,1,398.37,4.0,2,100,1,1009.0,-76.299186,3.288568
2025-08,3895032,11.91,11,0.0,0.0,0.0,22,1,398.37,144.0,1,100,0,946.0,-76.159362,4.206875
2025-07,1979152,11.91,11,170.0,13565.903,0.0,22,1,398.997,170.0,1,100,1,944.0,-76.150386,4.217399
2025-07,1062272,10.25,13,0.0,0.0,0.0,12,1,398.997,59.0,1,100,0,978.0,-76.292574,3.9093
2025-08,1633215,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1234.0,-76.209348,3.488446
2025-07,3917060,10.87,11,0.0,0.0,0.0,11,1,398.997,105.0,1,100,0,997.0,-76.315584,3.54545
2025-08,1585863,8.49,7,0.0,0.0,0.0,13,1,398.37,62.0,1,100,0,24.0,-77.004647,3.880177
2025-08,1335652,40.96,23,303.148,19817.694,19817.694,31,1,326.865,301.0,2,0,1,973.0,-76.362453,3.575555
2025-08,1058030,10.25,13,0.0,0.0,0.0,12,1,398.37,91.0,1,100,0,976.0,-76.29418,3.905518
2025-07,1564935,8.49,7,0.0,0.0,0.0,13,1,398.997,87.0,1,100,0,17.0,-77.074597,3.886028
2025-08,20250038918,40.96,23,0.0,0.0,0.0,31,1,326.865,73.0,1,0,0,970.0,-76.379001,3.401417
2025-08,3032365,10.87,11,49.034,3906.771,0.0,11,1,398.37,49.0,1,100,1,1024.0,-76.288995,3.555522
2025-07,1398086,10.25,13,190.0,15161.892,0.0,12,1,398.997,190.0,1,100,1,977.0,-76.543674,3.25075
2025-08,3305742,10.25,13,181.312,14445.871,14445.871,12,1,398.37,179.0,1,100,1,963.0,-76.503908,3.277296
2025-08,1196722,11.1,12,0.0,0.0,0.0,21,1,398.37,145.0,1,100,0,977.0,-76.331396,3.764636
2025-08,3980457,11.91,11,0.0,0.0,0.0,22,1,398.37,170.0,1,100,0,989.0,-76.3151,3.69321
2025-07,2860346,11.1,12,0.0,0.0,0.0,21,1,398.997,63.0,1,100,0,934.0,-76.09378,4.543956
2025-08,1935954,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,2966.0,-75.886594,4.026598
2025-08,20240124281,40.96,23,0.0,0.0,0.0,31,1,398.37,123.0,2,100,0,951.0,-76.424171,3.484696
2025-08,2047350,11.1,12,0.0,0.0,0.0,21,1,398.37,299.0,1,100,0,934.0,-76.149694,4.417836
2025-07,4039586,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1383.0,-76.645194,3.571428
2025-07,3968502,11.1,12,0.0,0.0,0.0,21,1,398.997,0.0,2,100,0,964.0,-76.384845,3.401076
2025-07,1942394,11.1,12,85.515,6824.04,0.0,21,1,398.997,85.0,1,100,1,961.0,-76.157947,4.181995
2025-08,3072656,10.25,13,0.0,0.0,0.0,12,1,398.37,82.0,1,100,0,977.0,-76.299951,3.898708
2025-08,4050963,11.91,11,0.0,0.0,0.0,22,1,398.37,0.0,2,100,0,950.0,-76.288901,4.160066
2025-08,20240168333,10.25,13,0.0,0.0,0.0,12,1,326.865,0.0,2,0,1,981.0,-76.525954,3.279631
2025-07,3321979,11.91,11,0.0,0.0,0.0,22,1,398.997,81.0,1,100,0,998.0,-76.305129,3.678768
2025-08,3864575,10.25,13,145.86,11621.259,11621.259,12,1,398.37,144.0,1,100,1,958.0,-76.505262,3.275676
2025-07,1537959,11.1,12,0.0,0.0,0.0,21,1,398.997,113.0,1,100,0,1047.0,-76.229997,3.324967
2025-08,3234168,8.49,7,0.0,0.0,0.0,13,1,398.37,0.0,2,100,0,5.0,-77.07331,3.880083
2025-08,20250179368,40.96,23,0.0,0.0,0.0,31,1,326.865,0.0,2,0,0,989.0,-76.298584,3.49822
2025-07,1644051,11.1,12,0.0,0.0,0.0,21,1,398.997,97.0,1,100,0,957.0,-76.418579,3.403093
2025-08,1166574,40.96,23,0.0,0.0,0.0,31,1,326.865,2480.0,1,0,0,1809.0,-76.518558,3.62841
2025-08,3852226,40.96,23,0.0,0.0,0.0,31,1,398.37,31.0,2,100,0,965.0,-76.389234,3.607598
2025-08,1577466,8.49,7,0.0,0.0,0.0,13,1,398.37,11.0,1,100,0,22.0,-76.993774,3.875987
2025-07,1453782,10.87,11,0.0,0.0,0.0,11,1,398.997,163.0,1,100,0,999.0,-76.316598,3.547981
2025-08,3421567,11.91,11,24.129,1922.47,1922.47,22,1,398.37,24.0,1,100,1,941.0,-75.969729,4.57136
2025-07,1296082,11.1,12,0.0,0.0,0.0,21,1,398.997,73.0,1,100,0,1071.0,-76.237769,3.41667
2025-08,1683726,10.87,11,59.953,4776.739,0.0,11,1,398.37,59.0,1,100,1,996.0,-76.296121,3.509161
2025-07,2717895,40.96,23,167.876,13396.387,13396.387,31,1,398.997,166.0,2,100,1,1651.0,-76.185728,3.482714
2025-08,2871500,57.02,26,0.0,0.0,0.0,32,1,398.37,93.0,1,100,0,1037.0,-76.606607,3.154301
2025-08,3129198,11.91,11,0.0,0.0,0.0,22,1,398.37,234.0,1,100,0,915.0,-76.078806,4.398233
2025-08,20240023947,11.1,12,0.0,0.0,0.0,21,1,398.37,142.0,1,100,0,966.0,-76.39226,3.401955
2025-08,1491342,10.87,11,0.0,0.0,0.0,11,1,398.37,105.0,1,100,0,1015.0,-76.295986,3.557909
2025-07,1479528,11.1,12,0.0,0.0,0.0,21,1,398.997,98.0,1,100,0,979.0,-76.348304,3.415423
2025-08,1599459,11.1,12,0.0,0.0,0.0,21,1,398.37,118.0,1,100,0,965.0,-76.388215,3.399479
2025-07,3417081,11.91,11,0.0,0.0,0.0,22,1,398.997,109.0,1,100,0,998.0,-76.307244,3.6777
2025-07,30655530022,40.96,23,0.0,0.0,0.0,31,1,398.997,170.0,1,100,0,974.0,-76.349537,3.464178
2025-08,4189745,10.25,13,115.697,9218.037,0.0,12,1,398.37,115.0,1,100,1,982.0,-76.551749,3.267343
2025-07,20240211999,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,0,1221.0,-76.23818,3.893583
2025-07,30871190334,9.94,9,0.0,0.0,0.0,31,2,279.076,0.0,2,101,0,949.0,-76.467039,3.457274
2025-08,3364848,11.1,12,0.0,0.0,0.0,21,1,398.37,84.0,1,100,0,941.0,-76.097924,4.542412
2025-08,4049630,57.02,26,0.0,0.0,0.0,32,1,398.37,110.0,1,100,0,982.0,-76.504239,3.271093
2025-07,3501843,10.87,11,0.0,0.0,0.0,11,1,398.997,204.0,1,100,0,991.0,-76.304924,3.505007
2025-07,28003630095,5.73,8,0.0,0.0,0.0,11,3,142.042,0.0,2,101,1,990.0,-76.31813,3.528662
2025-08,1758156,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1267.0,-76.205932,3.49284
2025-07,20240213304,11.91,11,0.0,0.0,0.0,22,1,398.997,47.0,1,100,0,920.0,-76.073454,4.394413
2025-08,3843187,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1237.0,-76.200337,3.523299
2025-07,3011579,11.91,11,0.0,0.0,0.0,22,1,398.997,93.0,1,100,0,1175.0,-75.826038,4.327006
2025-07,2039552,11.1,12,0.0,0.0,0.0,21,1,398.997,40.0,1,100,0,953.0,-76.158354,4.410697
2025-08,3182071,40.96,23,0.0,0.0,0.0,31,1,398.37,140.0,2,100,0,923.0,-76.170361,4.338033
2025-07,3304289,11.1,12,0.0,0.0,0.0,21,1,398.997,92.0,1,100,0,1041.0,-76.249744,3.424696
2025-08,1333530,40.96,23,0.0,0.0,0.0,31,1,398.37,63.0,1,100,0,949.0,-76.456616,3.410179
2025-07,1371838,40.96,23,644.0,51390.834,0.0,31,1,398.997,644.0,2,100,1,1214.0,-76.213048,3.497225
2025-07,20240062209,40.96,23,0.0,0.0,0.0,31,1,327.878,124.0,1,0,0,876.0,-76.444467,3.404195
2025-07,1114900,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1402.0,-76.582945,3.679877
2025-08,3135272,11.1,12,0.0,0.0,0.0,21,1,398.37,183.0,1,100,0,966.0,-76.391846,3.400074
2025-07,3216446,11.1,12,0.0,0.0,0.0,21,1,398.997,134.0,1,100,0,973.0,-76.327975,3.757235
2025-07,3677582,10.87,11,0.0,0.0,0.0,11,1,398.997,427.0,1,100,0,999.0,-76.301301,3.512464
2025-07,1420803,11.91,11,0.0,0.0,0.0,22,1,398.997,69.0,1,100,0,994.0,-76.308463,3.683386
2025-08,3216441,11.1,12,93.999,7489.293,0.0,21,1,398.37,92.0,1,100,1,1036.0,-76.234829,3.330541
2025-08,3941058,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,956.0,-76.410424,3.559884
2025-07,20250175869,40.96,23,0.0,0.0,0.0,31,1,327.878,0.0,2,0,0,876.0,-76.449938,3.409105
2025-07,3347462,8.49,7,0.0,0.0,0.0,13,1,398.997,122.0,1,100,0,14.0,-76.998923,3.872977
2025-08,2705652,10.25,13,798.67,52211.373,52211.373,12,1,326.865,795.0,1,0,1,982.0,-76.568899,3.265143
2025-08,1206427,11.91,11,0.0,0.0,0.0,22,1,398.37,312.0,1,100,0,1034.0,-76.265565,3.724031
2025-08,20230326879,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,0,967.0,-76.402004,3.416037
2025-08,20230003034,40.96,23,386.21,0.0,30770.894,31,1,398.37,761.0,2,100,1,976.0,-76.419342,3.591661
2025-08,2054796,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,1,1211.0,-75.881434,4.607637
2025-07,1452132,10.87,11,0.0,0.0,0.0,11,1,398.997,56.0,1,100,0,1002.0,-76.313091,3.545568
2025-07,2757365,11.1,12,0.0,0.0,0.0,21,1,398.997,70.0,1,100,0,981.0,-76.348675,3.408235
2025-08,1631190,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1261.0,-76.209324,3.483084
2025-08,3172579,11.1,12,136.228,10853.848,0.0,21,1,398.37,136.0,1,100,1,1050.0,-76.246478,3.423104
2025-08,1715946,8.49,7,0.0,0.0,0.0,13,1,398.37,54.0,1,100,0,23.0,-77.019961,3.887586
2025-08,2859469,8.49,7,0.0,0.0,0.0,13,1,398.37,512.0,1,100,0,16.0,-77.007934,3.869216
2025-07,3843634,40.96,23,0.0,0.0,0.0,31,1,398.997,235.0,1,100,0,963.0,-76.397619,3.392183
2025-08,3171127,40.96,23,64.042,0.0,5102.472,31,1,398.37,128.0,2,100,1,1262.0,-76.20241,3.557483
2025-08,1057334,10.25,13,0.0,0.0,0.0,12,1,398.37,30.0,1,100,0,974.0,-76.297731,3.905589
2025-07,1951986,11.91,11,0.0,0.0,0.0,22,1,398.997,99.0,1,100,0,1636.0,-75.92925,4.2721
2025-08,1784751,10.87,11,181.025,14422.988,0.0,11,1,398.37,181.0,1,100,1,1027.0,-76.278906,3.53364
2025-08,3969386,8.49,7,0.0,0.0,0.0,13,1,398.37,0.0,2,100,0,13.0,-77.013372,3.877417
2025-08,1184090,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,1,1514.0,-76.385164,4.282318
2025-07,3409201,10.87,11,62.044,4951.097,0.0,11,1,398.997,62.0,1,100,1,1001.0,-76.310866,3.541564
2025-08,4044526,10.25,13,0.0,0.0,0.0,12,1,398.37,45.0,1,100,0,976.0,-76.544628,3.268726
2025-07,3870060,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,952.0,-76.433117,3.511509
2025-07,1345350,40.96,23,133.349,10641.164,0.0,31,1,398.997,132.0,1,100,1,953.0,-76.454285,3.452252
2025-08,4108521,40.96,23,121.639,9691.473,9691.473,31,1,398.37,121.0,2,100,1,1725.0,-76.170391,3.582919
2025-07,3738887,11.1,12,0.0,0.0,0.0,21,1,398.997,98.0,1,100,0,1034.0,-76.243661,3.331445
2025-08,3624041,10.25,13,353.508,28165.413,28165.413,12,1,398.37,349.0,1,100,1,958.0,-76.50568,3.277624
2025-07,4065143,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,1,1447.0,-76.193353,3.231072
2025-08,3471144,40.96,23,0.0,0.0,0.0,31,1,398.37,314.0,1,100,0,956.0,-76.45711,3.412058
2025-07,3975670,11.1,12,0.0,0.0,0.0,21,1,398.997,24.0,1,100,0,980.0,-76.325543,3.766923
2025-08,1574859,8.49,7,0.0,0.0,0.0,13,1,398.37,166.0,1,100,0,19.0,-76.996746,3.877647
2025-07,2894286,8.49,7,0.0,0.0,0.0,13,1,398.997,84.0,1,100,0,47.0,-76.985321,3.866011
2025-07,3542314,40.96,23,2.012,0.0,160.532,31,1,398.997,2.0,2,100,1,1582.0,-75.999404,4.092191
2025-08,1102953,57.02,26,4.872,388.164,388.164,32,1,398.37,9.0,2,100,1,1258.0,-76.147904,3.992028
2025-08,20240144124,57.02,26,0.0,0.0,0.0,32,1,398.37,30.0,1,100,0,942.0,-76.30302,3.675239
2025-08,3148108,10.87,11,0.0,0.0,0.0,11,1,398.37,107.0,1,100,0,998.0,-76.300305,3.506513
2025-08,3877808,11.1,12,0.0,0.0,0.0,21,1,398.37,102.0,1,100,0,1022.0,-76.343259,3.408869
2025-08,1286304,10.25,13,0.0,0.0,0.0,12,1,398.37,509.0,1,100,0,966.0,-76.536447,3.264818
2025-07,3170503,11.91,11,33.099,0.0,2641.289,22,1,398.997,33.0,1,100,1,1427.0,-76.522069,3.825973
2025-08,1559538,8.49,7,301.213,23998.833,23998.833,13,1,398.37,300.0,1,100,1,9.0,-77.077699,3.888678
2025-08,1370226,11.1,12,0.0,0.0,0.0,21,1,398.37,199.0,1,100,0,1070.0,-76.238057,3.415078
2025-07,3619655,8.49,7,0.0,0.0,0.0,13,1,398.997,9.0,1,100,0,15.0,-77.033959,3.878747
2025-08,2740377,11.1,12,89.414,7124.015,0.0,21,1,398.37,89.0,1,100,1,945.0,-76.097994,4.536917
2025-07,3905939,40.96,23,0.0,0.0,0.0,31,1,398.997,58.0,1,100,0,1001.0,-76.327326,3.754
2025-08,3266336,8.49,7,0.0,0.0,0.0,13,1,398.37,2.0,1,100,0,9.0,-77.034557,3.878139
2025-07,3513054,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,1,970.0,-76.380282,3.606265
2025-07,1621305,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,972.0,-76.381178,3.607171
2025-08,3395568,10.25,13,0.0,0.0,0.0,12,1,398.37,132.0,1,100,0,964.0,-76.300249,3.910803
2025-08,1796973,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,0,972.0,-76.374877,3.380774
2025-07,1250814,57.02,26,7.039,0.0,561.675,32,1,398.997,7.0,1,100,1,1395.0,-76.690813,3.17333
2025-07,3811986,8.49,7,0.0,0.0,0.0,13,1,398.997,16.0,1,100,0,25.0,-77.003552,3.882379
2025-08,1335774,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1609.0,-76.184649,3.479992
2025-08,4157847,57.02,26,91.121,7259.955,7259.955,32,1,398.37,90.0,1,100,1,1449.0,-76.692591,3.142554
2025-07,3079391,10.87,11,0.0,0.0,0.0,11,1,398.997,251.0,1,100,0,1001.0,-76.298999,3.505878
2025-07,1498887,8.49,7,0.0,0.0,0.0,13,1,398.997,46.0,1,100,0,21.0,-77.022975,3.879536
2025-08,1335798,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1675.0,-76.185987,3.484012
2025-07,4201347,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1540.0,-76.263244,4.351325
2025-08,3671477,57.02,26,0.0,0.0,0.0,32,1,398.37,0.0,2,100,0,1078.0,-76.240992,3.647569
2025-07,4080505,10.87,11,0.0,0.0,0.0,11,1,398.997,80.0,1,100,0,1010.0,-76.305107,3.554233
2025-07,3103854,11.1,12,0.0,0.0,0.0,21,1,398.997,66.0,1,100,0,987.0,-76.441723,3.693323
2025-08,20240013070,57.02,26,3.037,0.0,241.999,32,1,398.37,3.0,1,100,1,1860.0,-76.740984,3.150408
2025-08,2713442,10.87,11,50.013,3984.754,0.0,11,1,398.37,50.0,1,100,1,1015.0,-76.285017,3.527837
2025-07,3623679,40.96,23,128.748,0.0,10274.047,31,1,398.997,128.0,2,100,1,1582.0,-75.999593,4.091722
2025-08,3194704,11.1,12,0.0,0.0,0.0,21,1,398.37,0.0,2,100,1,987.0,-76.324427,3.759599
2025-08,2047544,11.1,12,0.0,0.0,0.0,21,1,398.37,58.0,1,100,0,936.0,-76.149433,4.418411
2025-07,2010706,57.02,26,0.0,0.0,0.0,32,1,398.997,125.0,2,100,0,952.0,-76.112611,4.260139
2025-08,1428636,10.87,11,112.089,8930.627,0.0,11,1,398.37,111.0,1,100,1,1001.0,-76.307508,3.530265
2025-08,3310117,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1250.0,-76.207963,3.492411
2025-07,1564968,8.49,7,0.0,0.0,0.0,13,1,398.997,117.0,1,100,0,11.0,-77.073678,3.885977
2025-08,1323622,40.96,23,287.808,0.0,22930.808,31,1,398.37,286.0,1,100,1,983.0,-76.351368,3.334928
2025-08,1000767,40.96,23,40.616,0.0,3236.008,31,1,398.37,81.0,2,100,1,1855.0,-76.030781,3.900511
2025-07,1465560,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1005.0,-76.297405,3.356358
2025-08,3972842,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,2781.0,-75.867006,4.01632
2025-07,3158074,8.49,7,110.613,7253.529,7253.529,13,1,327.878,106.0,1,0,1,12.0,-77.077354,3.889181
2025-07,1672983,10.87,11,0.0,0.0,0.0,11,1,398.997,141.0,1,100,0,999.0,-76.307518,3.524888
2025-08,20240068835,10.25,13,0.0,0.0,0.0,12,1,398.37,2.0,1,100,0,982.0,-76.555461,3.265337
2025-07,3661822,11.91,11,35.0,2792.98,0.0,22,1,398.997,35.0,1,100,1,940.0,-75.970167,4.576375
2025-08,4148115,10.25,13,55.333,4408.626,0.0,12,1,398.37,55.0,1,100,1,982.0,-76.551753,3.267315
2025-08,20240169313,10.25,13,0.0,0.0,0.0,12,1,326.865,0.0,2,0,1,981.0,-76.525954,3.279631
2025-08,2855694,8.49,7,31.136,2480.695,0.0,13,1,398.37,31.0,1,100,1,7.0,-77.050749,3.885659
2025-08,1970226,11.91,11,0.0,0.0,0.0,22,1,398.37,109.0,1,100,0,1156.0,-75.831857,4.339557
2025-08,1701906,8.49,7,0.0,0.0,0.0,13,1,398.37,40.0,1,100,0,6.0,-77.037544,3.877522
2025-08,3572273,11.91,11,0.0,0.0,0.0,22,1,398.37,252.0,1,100,0,913.0,-76.077535,4.396086
2025-07,2046262,11.1,12,0.0,0.0,0.0,21,1,398.997,50.0,1,100,0,936.0,-76.151049,4.40711
2025-07,1581849,8.49,7,0.0,0.0,0.0,13,1,398.997,140.0,1,100,0,23.0,-77.003122,3.878245
2025-08,1573023,8.49,7,0.0,0.0,0.0,13,1,398.37,0.0,2,100,1,15.0,-77.076598,3.8899
2025-07,2098577,11.91,11,0.0,0.0,0.0,22,1,398.997,152.0,1,100,0,921.0,-76.070093,4.39304
2025-07,2910664,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,1,2103.0,-76.137641,3.772009
2025-07,2948701,10.25,13,0.0,0.0,0.0,12,1,398.997,212.0,1,100,0,961.0,-76.302201,3.909159
2025-07,4193143,10.25,13,0.0,0.0,0.0,12,1,398.997,67.0,1,100,0,974.0,-76.290271,3.922231
2025-07,1614201,11.1,12,0.0,0.0,0.0,21,1,398.997,45.0,1,100,0,971.0,-76.384088,3.394318
2025-08,3244262,11.91,11,2.011,160.206,160.206,22,1,398.37,2.0,1,100,1,943.0,-75.970006,4.572699
2025-08,4080181,10.25,13,153.706,12246.405,12246.405,12,1,398.37,153.0,1,100,1,983.0,-76.583024,3.267301
2025-07,2082419,11.1,12,0.0,0.0,0.0,21,1,398.997,59.0,1,100,0,1006.0,-76.113106,4.540288
2025-07,1995276,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,0,1697.0,-76.088513,4.710411
2025-07,3194338,10.87,11,152.0,12129.514,0.0,11,1,398.997,152.0,1,100,1,1011.0,-76.291342,3.526846
2025-07,3487156,10.25,13,0.0,0.0,0.0,12,1,398.997,221.0,1,100,0,977.0,-76.553573,3.257781
2025-07,2010590,40.96,23,0.0,0.0,0.0,31,1,398.997,167.0,2,100,0,924.0,-76.112966,4.481033
2025-08,4017514,10.25,13,0.0,0.0,0.0,12,1,398.37,128.0,1,100,0,967.0,-76.508567,3.228823
2025-08,20230144819,10.25,13,0.0,0.0,0.0,12,1,398.37,0.0,2,100,0,974.0,-76.543102,3.258786
2025-07,20240149207,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,1,1192.0,-75.807368,4.698149
2025-08,3951606,8.49,7,165.616,0.0,13195.271,13,1,398.37,165.0,1,100,1,22.0,-76.991296,3.878387
2025-07,1539192,11.1,12,0.0,0.0,0.0,21,1,398.997,87.0,1,100,0,1045.0,-76.234064,3.319446
2025-07,1840056,10.87,11,0.0,0.0,0.0,11,1,398.997,0.0,2,100,1,1005.0,-76.29775,3.523875
2025-08,1300202,11.1,12,0.0,0.0,0.0,21,1,398.37,45.0,1,100,0,1044.0,-76.247376,3.421278
2025-07,3269077,40.96,23,83.891,6694.452,0.0,31,1,398.997,166.0,2,100,1,1503.0,-76.585419,3.653245
2025-07,1930782,40.96,23,198.589,15847.326,15847.326,31,1,398.997,196.0,2,100,1,916.0,-76.10035,4.409432
2025-08,1119990,11.91,11,95.251,7589.075,0.0,22,1,398.37,94.0,1,100,1,1387.0,-76.522263,3.818787
2025-07,1933634,40.96,23,0.0,0.0,0.0,31,1,398.997,0.0,2,100,0,1741.0,-76.154414,4.725567
2025-07,2013982,11.91,11,0.0,0.0,0.0,22,1,398.997,104.0,1,100,0,941.0,-76.159863,4.208147
2025-07,2075678,57.02,26,0.0,0.0,0.0,32,1,398.997,0.0,2,100,0,944.0,-76.059094,4.38978
2025-08,1907577,40.96,23,0.0,0.0,0.0,31,1,398.37,0.0,2,100,1,1624.0,-75.973509,4.109437
2025-08,2708005,10.87,11,0.0,0.0,0.0,11,1,398.37,184.0,1,100,0,1023.0,-76.287097,3.544487
2025-07,1847232,10.87,11,0.0,0.0,0.0,11,1,398.997,213.0,1,100,0,1002.0,-76.304397,3.527559
2025-08,3314603,8.49,7,0.0,0.0,0.0,13,1,398.37,144.0,1,100,0,16.0,-77.004461,3.874495
2025-08,1292440,11.1,12,0.0,0.0,0.0,21,1,398.37,27.0,1,100,0,1055.0,-76.241817,3.422593
